ID,Title,Authors,Date,URL,Page Number
4618,"“Today’s GCC [global capability centers] is a microcosm of an enterprise. Every single enterprise function is deeply embedded in the GCC. Now, when we look at the GCCs in terms of innovation, most of the GCCs’ strategies are currently aligned or were formerly intertwined with the strategic priorities or directions of the enterprise.”",Not specified,"June 10, 2024",https://www.mckinsey.com/featured-insights/quote-of-the-day/june-10-2024,189
4619,"Las organizaciones saludables siguen ganando, pero las reglas cambian rápidamente","Aaron De Smet , Arne Gast , Drew Goldstein , Richard Steele","August 2, 2024",https://www.mckinsey.com/featured-insights/destacados/las-organizaciones-saludables-siguen-ganando-pero-las-reglas-cambian-rapidamente/es,189
4620,"As organizações saudáveis continuam vencendo, mas as regras vêm mudando rapidamente","Aaron De Smet , Arne Gast , Drew Goldstein , Richard Steele","August 2, 2024",https://www.mckinsey.com/featured-insights/destaques/as-organizacoes-saudaveis-continuam-vencendo-mas-as-regras-vem-mudando-rapidamente/pt,189
4621,"The takers, shapers, and makers of gen AI",Not specified,"June 9, 2024",https://www.mckinsey.com/featured-insights/themes/the-takers-shapers-and-makers-of-gen-ai,189
4622,Investing in middle managers pays off—literally,"Emily Field , Bryan Hancock , Stephanie Smallets , Brooke Weddle","June 26, 2023",https://www.mckinsey.com/capabilities/people-and-organizational-performance/our-insights/investing-in-middle-managers-pays-off-literally,189
4623,Taking the pulse of enterprise IoT,"Michael Chui , Vasanth Ganesan , Mark Patel","July 17, 2017",https://www.mckinsey.com/featured-insights/internet-of-things/our-insights/taking-the-pulse-of-enterprise-iot,579
4624,Tomando o pulso da internet das coisas,"Michael Chui , Vasanth Ganesan , Mark Patel","July 17, 2017",https://www.mckinsey.com/featured-insights/internet-of-things/our-insights/taking-the-pulse-of-enterprise-iot/pt-br,579
4625,"Economic Conditions Snapshot, March 2009: McKinsey Global Survey Results",Not specified,"March 1, 2009",https://www.mckinsey.com/featured-insights/employment-and-growth/economic-conditions-snapshot-march-2009-mckinsey-global-survey-results,579
4626,Facing the future: Net zero and the UK electricity sector,"Eoin Daly , Victor Finkel , Jayanti Kar , Michele Pani","February 10, 2022",https://www.mckinsey.com/industries/electric-power-and-natural-gas/our-insights/facing-the-future-net-zero-and-the-uk-electricity-sector,579
4627,"German e-health offerings expand, but adoption remains uneven","Martin Losch , Hilke Messal , Thomas Muller , Florian Niedermann , Pirkka Padmanabhan , Laura Richter , Tobias Silberzahn","December 16, 2022",https://www.mckinsey.com/industries/life-sciences/our-insights/german-e-health-offerings-expand-but-adoption-remains-uneven,579
4628,Reimagining capitalism to better serve society,Not specified,"August 28, 2017",https://www.mckinsey.com/featured-insights/long-term-capitalism/reimagining-capitalism-to-better-serve-society,579
4629,Data privacy: What every manager needs to know,Not specified,"July 31, 2018",https://www.mckinsey.com/capabilities/risk-and-resilience/our-insights/data-privacy-what-every-manager-needs-to-know,579
4630,The new standard for insurance claims,"Elixabete Larrea Tamayo , Michael Mussig , Samantha Prymaka","May 2, 2022",https://www.mckinsey.com/industries/financial-services/our-insights/the-new-standard-for-insurance-claims,488
4631,Rethinking the rules of reorganization,"Camilo Becdach , Shannon Hennessy , Lauren Ratner","April 25, 2016",https://www.mckinsey.com/industries/retail/our-insights/rethinking-the-rules-of-reorganization,488
4632,Using advanced analytics to acquire and retain the best talent during M&A,"Lena Koolmann , James McLetchie , Kevin Van Ingelgem","July 8, 2019",https://www.mckinsey.com/capabilities/people-and-organizational-performance/our-insights/the-organization-blog/using-advanced-analytics-to-acquire-and-retain-the-best-talent-during-m-and-a,488
4633,Getting beyond the BS of leadership literature,Jeffrey Pfeffer,"January 1, 2016",https://www.mckinsey.com/featured-insights/leadership/getting-beyond-the-bs-of-leadership-literature,488
4634,Ops 4.0: The Human Factor—Defining the needs,Not specified,"March 1, 2018",https://www.mckinsey.com/capabilities/operations/our-insights/ops-40-the-human-factordefining-the-needs,488
4635,The importance of talent and culture in tech-enabled transformations,"Reed Doucette , John Parsons","February 20, 2020",https://www.mckinsey.com/industries/industrials-and-electronics/our-insights/the-importance-of-talent-and-culture-in-tech-enabled-transformations,982
4636,Ensuring financial sustainability while serving a growing Medicaid population,"Bede Broome , Connie Cibrone , Michael Elliott , Li Han","July 19, 2019",https://www.mckinsey.com/industries/healthcare/our-insights/ensuring-financial-sustainability-while-serving-a-growing-medicaid-population,982
4637,Playing war games to win,John Horn,"March 1, 2011",https://www.mckinsey.com/capabilities/strategy-and-corporate-finance/our-insights/playing-war-games-to-win,982
4638,"OFSE quarterly: Firmer oil supports mild offshore recovery, while US onshore remains weak",Nikhil Ati,"July 9, 2019",https://www.mckinsey.com/industries/oil-and-gas/our-insights/ofse-quarterly-firmer-oil-supports-mild-offshore-recovery-while-us-onshore-remains-weak,982
4639,How prioritizing health is a prescription for US prosperity,"Katherine Linzer , Jaana Remes , Shubham Singhal","October 5, 2020",https://www.mckinsey.com/industries/healthcare/our-insights/how-prioritizing-health-is-a-prescription-for-us-prosperity,982
4640,Making product development as digital as tomorrow’s products,Not specified,"June 29, 2017",https://www.mckinsey.com/capabilities/operations/our-insights/making-product-development-as-digital-as-tomorrows-products,982
4641,The risks and challenges of the global COVID-19-vaccine rollout,"Gaurav Agrawal , Tara Azimi , Jennifer Heller , Pooja Kumar , Mihir Mysore , Parag Patel , Adam Sabow , Shubham Singhal","January 26, 2021",https://www.mckinsey.com/capabilities/risk-and-resilience/our-insights/the-risks-and-challenges-of-the-global-covid-19-vaccine-rollout,982
4642,Playing to win in oncology: Key capabilities for success,"Bjorn Albrecht , Regina Israel Atance , Harriet Keane , Rachel Moss","March 26, 2020",https://www.mckinsey.com/industries/life-sciences/our-insights/playing-to-win-in-oncology-key-capabilities-for-success,982
4643,Three keys to a resilient postpandemic recovery,"Klaus Schwab , Bob Sternfels","February 18, 2022",https://www.mckinsey.com/capabilities/risk-and-resilience/our-insights/three-keys-to-a-resilient-postpandemic-recovery,684
4644,Introduction: February 2022,"Zak Cutler , Mark Kuvshinikov , Prakash Parbhoo","February 1, 2022",https://www.mckinsey.com/industries/infrastructure/our-insights/voices-introduction-february-2022,684
4645,"Creating value, finding focus: Global Insurance Report 2022",Not specified,"February 15, 2022",https://www.mckinsey.com/industries/financial-services/our-insights/creating-value-finding-focus-global-insurance-report-2022,684
4646,Author Talks: An epic legal battle for clean water in Appalachia,Not specified,"December 15, 2021",https://www.mckinsey.com/featured-insights/mckinsey-on-books/author-talks-an-epic-legal-battle-for-clean-water-in-appalachia,684
4647,What you need to know about data and data privacy,Not specified,"January 28, 2022",https://www.mckinsey.com/featured-insights/themes/what-you-need-to-know-about-data-and-data-privacy,684
4648,The future of African oil and gas: Positioning for the energy transition,"Acha Leke , Peter Gaius Obaseki , Oliver Onyekweli","June 8, 2022",https://www.mckinsey.com/industries/oil-and-gas/our-insights/the-future-of-african-oil-and-gas-positioning-for-the-energy-transition,684
4649,"“Health equity is also a driver for growth. . . . From a purely economic standpoint, it makes much more sense to have a healthy, productive population than to have a population that is suffering from disease.”",Not specified,"May 17, 2022",https://www.mckinsey.com/featured-insights/quote-of-the-day/may-17-2022,684
4650,Holiday shopping in 2023: ‘It started early and will end late’,"Colleen Baum , Tamara Charm","November 13, 2023",https://www.mckinsey.com/industries/retail/our-insights/holiday-shopping-in-2023-it-started-early-and-will-end-late,284
4651,How consumer companies outcompete: High-performing operating models,Not specified,"October 18, 2023",https://www.mckinsey.com/industries/consumer-packaged-goods/our-insights/how-consumer-companies-outcompete-high-performing-operating-models,284
4652,The Middle East public cloud: A multibillion-dollar prize waiting to be captured,"Chhavi Arora , Sven Blumberg , Justin De Niese , Hana Dib , Tom Isherwood , Christian Stuer","January 30, 2024",https://www.mckinsey.com/capabilities/mckinsey-digital/our-insights/the-middle-east-public-cloud-a-multibillion-dollar-prize-waiting-to-be-captured,284
4653,Getting ahead in the cloud,"Mark Gu , James Kaplan","November 30, 2023",https://www.mckinsey.com/capabilities/mckinsey-digital/our-insights/getting-ahead-in-the-cloud,284
4654,The State of Fashion 2024: Finding pockets of growth as uncertainty reigns,"Anita Balchandani , David Barrelet , Achim Berg , Gemma DAuria , Felix Roelkens , Ewa Starzynska","November 29, 2023",https://www.mckinsey.com/industries/retail/our-insights/state-of-fashion-2024,284
4655,Reframing employee health: Moving beyond burnout to holistic health,"Jacqueline Brassey , Brad Herbig , Barbara Jeffery , Drew Ungerman","November 2, 2023",https://www.mckinsey.com/mhi/our-insights/reframing-employee-health-moving-beyond-burnout-to-holistic-health,284
4656,What matters most? Eight CEO priorities for 2024,"Homayoun Hatami , Liz Hilton Segel","December 12, 2023",https://www.mckinsey.com/capabilities/strategy-and-corporate-finance/our-insights/what-matters-most-eight-ceo-priorities-for-2024,284
4657,2023: The year in images,Not specified,"December 8, 2023",https://www.mckinsey.com/featured-insights/2023-year-in-review/2023-the-year-in-images,284
4658,Stay current with top episodes from McKinsey podcasts,Not specified,"April 10, 2022",https://www.mckinsey.com/featured-insights/themes/stay-current-with-top-episodes-from-mckinsey-podcasts,284
4659,What programmatic acquirers do differently,"Tobias Lundberg , Jeff Rudnicki , Frederyk Schroeder , Mieke Van Oostende","February 13, 2024",https://www.mckinsey.com/capabilities/strategy-and-corporate-finance/our-insights/what-programmatic-acquirers-do-differently,284
4660,The state of diversity in global private markets: 2023,"Pontus Averstad , Fredrik Dahlqvist , Alexandra Nee , Gary Pinshaw , David Quigley , Eitan Lefkowitz , Mohammed Shafi","August 22, 2023",https://www.mckinsey.com/industries/private-capital/our-insights/the-state-of-diversity-in-global-private-markets-2023,385
4661,From pure investor to entrepreneurial owner: How private-equity firms can master the shift,"Christian Behrends , Michael Lange , Annika Rahm , Lukas Schafer","September 20, 2019",https://www.mckinsey.com/industries/private-capital/our-insights/from-pure-investor-to-entrepreneurial-owner-how-private-equity-firms-can-master-the-shift,385
4662,Opening doors for women leaders: An interview with Caroline Feeney,Not specified,"March 8, 2023",https://www.mckinsey.com/industries/financial-services/our-insights/opening-doors-for-women-leaders-an-interview-with-caroline-feeney,385
4663,Capturing the true value of Industry 4.0,"Ewelina Gregolinska , Rehana Khanam , Frederic Lefort , Prashanth Parthasarathy","April 13, 2022",https://www.mckinsey.com/capabilities/operations/our-insights/capturing-the-true-value-of-industry-four-point-zero,385
4664,Screening the organizational health of Korea’s companies,"Wonsik Choi , Hyejin Kang , Tomas Koch , Brooke Weddle","August 1, 2016",https://www.mckinsey.com/capabilities/people-and-organizational-performance/our-insights/screening-the-organizational-health-of-koreas-companies,385
4665,How payers could unlock value by improving transitions of care,"Oleg Bestsennyy , Mazen Elfakhani , Karl Kellner","July 10, 2023",https://www.mckinsey.com/industries/healthcare/our-insights/how-payers-could-unlock-value-by-improving-transitions-of-care,385
4666,"Mild winter, cooling gas demand",Not specified,"June 1, 2023",https://www.mckinsey.com/featured-insights/sustainable-inclusive-growth/charts/mild-winter-cooling-gas-demand,385
4667,What’s new in consumer wellness trends?,"Anna Pione , Gayatri Shenai","May 16, 2024",https://www.mckinsey.com/industries/consumer-packaged-goods/our-insights/whats-new-in-consumer-wellness-trends,190
4668,What is blockchain?,Not specified,"June 6, 2024",https://www.mckinsey.com/featured-insights/mckinsey-explainers/what-is-blockchain,190
4669,"The Lean Management Enterprise: A system for daily progress, meaningful purpose, and lasting value",various authors,"March 1, 2014",https://www.mckinsey.com/capabilities/operations/our-insights/the-lean-management-enterprise-a-system-for-daily-progress-meaningful-purpose-and-lasting-value,190
4670,"“It’s really important to emphasize pilots. Innovation comes through this rapid cycle of trying things out. If you fail, you learn something, and then you continue.”",Not specified,"June 7, 2024",https://www.mckinsey.com/featured-insights/quote-of-the-day/june-7-2024,190
4671,The rapid evolution of payments in Latin America,"Felipe Cabrera , Nicolas Mizrahi , Jesus Moreno , Pablo Zabaleta","May 7, 2024",https://www.mckinsey.com/industries/financial-services/our-insights/the-rapid-evolution-of-payments-in-latin-america,190
4672,‘Making the world a better place never feels like work’: An interview with chief DEI officer Indhira Arrington,"Diana Ellsworth , Drew Goldstein","August 11, 2022",https://www.mckinsey.com/featured-insights/diversity-and-inclusion/making-the-world-a-better-place-never-feels-like-work-an-interview-with-chief-dei-officer-indhira-arrington,190
4673,Decarbonizing API manufacturing: Unpacking the cost and regulatory requirements,"Christof Witte , Lucy Perez , Maria Fernandez , Thomas Weskamp","July 26, 2024",https://www.mckinsey.com/industries/life-sciences/our-insights/decarbonizing-api-manufacturing-unpacking-the-cost-and-regulatory-requirements,190
4674,Where the transformation begins: Creating a consumer-centric supply chain strategy,"Joyce Chai , Aniket Joglekar , Tim Lange , Kumar Venkataraman","December 23, 2021",https://www.mckinsey.com/industries/retail/our-insights/where-the-transformation-begins-creating-a-consumer-centric-supply-chain-strategy,781
4675,"Easy come, easy go: The business practices most likely to fade after the pandemic",Not specified,"April 14, 2021",https://www.mckinsey.com/featured-insights/sustainable-inclusive-growth/charts/easy-come-easy-go-the-business-practices-most-likely-to-fade-after-the-pandemic,781
4676,Revisiting European utility portfolios,Not specified,"June 7, 2021",https://www.mckinsey.com/industries/electric-power-and-natural-gas/our-insights/revisiting-european-utility-portfolios,781
4677,C-suite inaccessible for many transgender workers,Not specified,"December 20, 2021",https://www.mckinsey.com/featured-insights/sustainable-inclusive-growth/charts/c-suite-inaccessible-for-many-transgender-workers,781
4678,How virtual work is accelerating innovation,"connecting people into broader virtual networks, flexible work has increased the collective speed and creativity of innovation efforts. Leaders are doubling down.","June 6, 2022",https://www.mckinsey.com/capabilities/operations/our-insights/how-virtual-work-is-accelerating-innovation,781
4679,"Q&A with Jennifer Leonard, Chief Innovation Officer and Executive Director at University of Pennsylvania Carey Law's Future of the Profession Initiative",Not specified,"October 28, 2021",https://www.mckinsey.com/featured-insights/in-the-balance/qanda-with-jennifer-leonard,781
4680,Turning private labels into powerhouse brands,"Steven Begley , Angus McOuat","October 30, 2020",https://www.mckinsey.com/industries/retail/our-insights/turning-private-labels-into-powerhouse-brands,882
4681,Tackling Asia’s talent challenge: How to adapt to a digital future,Not specified,"July 26, 2021",https://www.mckinsey.com/featured-insights/asia-pacific/tackling-asias-talent-challenge-how-to-adapt-to-a-digital-future,882
4682,The next normal in construction material distribution,"Timmy Andersson , Jonas Biorck , Erik Sjodin , Jan Mischke","September 30, 2020",https://www.mckinsey.com/capabilities/operations/our-insights/the-next-normal-in-construction-material-distribution,882
4683,How companies can use DataOps to jump-start advanced analytics,Not specified,"August 5, 2021",https://www.mckinsey.com/capabilities/mckinsey-digital/our-insights/tech-forward/how-companies-can-use-dataops-to-jump-start-advanced-analytics,882
4684,Cultivating strong bonds in the workplace,Not specified,"July 31, 2021",https://www.mckinsey.com/featured-insights/themes/cultivating-strong-bonds-in-the-workplace,882
4685,Making time management the organization’s priority,"Frankki Bevins , Aaron De Smet","January 1, 2013",https://www.mckinsey.com/capabilities/people-and-organizational-performance/our-insights/making-time-management-the-organizations-priority,87
4686,An analytics approach to debiasing asset-management decisions,"Nick Hoffman , Martin Huber , Magdalena Smith","December 19, 2017",https://www.mckinsey.com/industries/financial-services/our-insights/an-analytics-approach-to-debiasing-asset-management-decisions,87
4687,2024: The year in images,Not specified,"December 11, 2024",https://www.mckinsey.com/featured-insights/year-in-review/year-in-images,87
4688,A fast-track risk-management transformation to counter the COVID-19 crisis,"Javier Martinez Arroyo , Marc Chiapolino , Matthew Freiman , Irakli Gabruashvili , Luca Pancaldi","October 26, 2020",https://www.mckinsey.com/capabilities/risk-and-resilience/our-insights/a-fast-track-risk-management-transformation-to-counter-the-covid-19-crisis,87
4689,Three things China can do to fight climate change,Lola Woetzel,"September 1, 2020",https://www.mckinsey.com/capabilities/sustainability/our-insights/sustainability-blog/three-things-china-can-do-to-fight-climate-change,87
4690,A transformation of the learning function: Why it should learn new ways,"Nicolai Nielsen , Faridun Dotiwala , Matthew Murray","September 23, 2020",https://www.mckinsey.com/capabilities/people-and-organizational-performance/our-insights/a-transformation-of-the-learning-function-why-it-should-learn-new-ways,580
4691,Author Talks: How to remove unconscious bias from the workplace,Not specified,"September 2, 2022",https://www.mckinsey.com/featured-insights/mckinsey-on-books/author-talks-how-to-remove-unconscious-bias-from-the-workplace,580
4692,Analytics-fueled growth: An interview with Adam Manikowski,Not specified,"March 31, 2022",https://www.mckinsey.com/industries/retail/our-insights/analytics-fueled-growth-an-interview-with-adam-manikowski,580
4693,Modular construction: From projects to products,"Nick Bertram , Steffen Fuchs , Jan Mischke , Robert Palter , Gernot Strube , Lola Woetzel","June 18, 2019",https://www.mckinsey.com/capabilities/operations/our-insights/modular-construction-from-projects-to-products,489
4694,Five trends to watch in the edtech industry,"Saurabh Sanghvi , Marius Westhoff","November 14, 2022",https://www.mckinsey.com/industries/education/our-insights/five-trends-to-watch-in-the-edtech-industry,489
4695,How new CEOs can manage for the future,Not specified,"March 25, 2020",https://www.mckinsey.com/capabilities/strategy-and-corporate-finance/our-insights/how-new-ceos-can-manage-for-the-future,489
4696,Meet our experts: Ruben Schaubroeck | United Kingdom,Not specified,"April 26, 2022",https://www.mckinsey.com/uk/our-insights/the-mckinsey-uk-blog/companies-cant-afford-to-underestimate-the-speed-at-which-the-world-is-changing,489
4697,Logistics Disruptors: Flexe’s Karl Siebrecht on battling uncertainty with flexible logistics,Maite Pena Alcaraz,"February 8, 2023",https://www.mckinsey.com/industries/logistics/our-insights/logistics-disruptors-flexes-karl-siebrecht-on-battling-uncertainty-with-flexible-logistics,489
4698,Cybersecurity trends: Looking over the horizon,Not specified,"March 10, 2022",https://www.mckinsey.com/capabilities/risk-and-resilience/our-insights/cybersecurity/cybersecurity-trends-looking-over-the-horizon,489
4699,Lessons from banking to improve risk and compliance and speed up digital transformations,"Jim Boehm , Jan Shelly Brown , Lama Sabbagh , Karim Thomas","June 30, 2021",https://www.mckinsey.com/capabilities/mckinsey-digital/our-insights/lessons-from-banking-to-improve-risk-and-compliance-and-speed-up-digital-transformations,489
4700,Digital transformation: The three steps to success,Not specified,"April 21, 2016",https://www.mckinsey.com/capabilities/mckinsey-digital/our-insights/digital-transformation-the-three-steps-to-success,983
4701,From “wartime” to “peacetime”: Five stages for healthcare institutions in the battle against COVID-19,"Shubham Singhal , Prashanth Reddy , Penny Dash , Kyle Weber","April 24, 2020",https://www.mckinsey.com/industries/healthcare/our-insights/from-wartime-to-peacetime-five-stages-for-healthcare-institutions-in-the-battle-against-covid-19,983
4702,Agility: It rhymes with stability,"Wouter Aghina , Aaron De Smet , Kirsten Weerda","December 1, 2015",https://www.mckinsey.com/capabilities/people-and-organizational-performance/our-insights/agility-it-rhymes-with-stability,983
4703,The drumbeat of digital: How winning teams play,"Jacques Bughin , Tanguy Catlin , Laura LaBerge","June 27, 2019",https://www.mckinsey.com/capabilities/mckinsey-digital/our-insights/the-drumbeat-of-digital-how-winning-teams-play,983
4704,The future of natural gas in North America,"Adam Barth , Jamie Brick , Dumitru Dediu , Humayun Tai","January 6, 2020",https://www.mckinsey.com/industries/electric-power-and-natural-gas/our-insights/the-future-of-natural-gas-in-north-america,983
4705,Automotive R&D transformation: Optimizing gen AI’s potential value,"Peter Cholewinski , Martin Kellner , Wolf Richter , Matthias Roggendorf , Andreas Tschiesner , Andreas Venus","February 9, 2024",https://www.mckinsey.com/industries/automotive-and-assembly/our-insights/automotive-r-and-d-transformation-optimizing-gen-ais-potential-value,191
4706,"“Successful leaders must always be curious and ready to challenge the status quo. One of the most common questions I ask my colleagues is, ‘Why are we doing it in this way?”",Not specified,"June 6, 2024",https://www.mckinsey.com/featured-insights/quote-of-the-day/june-6-2024,191
4707,"Simplicity, efficiency, and sustainability in discount grocery","Alexandre Kleis , Rickard Vallof","April 10, 2024",https://www.mckinsey.com/industries/retail/our-insights/simplicity-efficiency-and-sustainability-in-discount-grocery,191
4708,Mental and physical health equity: A ‘medical civil right’,"Erica Coe , Kana Enomoto","May 28, 2024",https://www.mckinsey.com/mhi/our-insights/mental-and-physical-health-equity-a-medical-civil-right,191
4709,Bridging private equity’s value creation gap,"Jose Luis Blanco , William Bundy , Matthew Maloney , Jason Phillips","April 12, 2024",https://www.mckinsey.com/industries/private-capital/our-insights/bridging-private-equitys-value-creation-gap,191
4710,"Live take from ITC DIA Europe: For insurtechs, AI offers new opportunities for productivity growth and collaboration","Piero Gancia , Simon Kaesler","June 24, 2024",https://www.mckinsey.com/industries/financial-services/our-insights/insurance-blog/live-take-from-itc-dia-europe-for-insurtechs-ai-offers-new-opportunities-for-productivity-growth-and-collaboration,191
4711,Is nearshoring in fashion?,Not specified,"June 12, 2024",https://www.mckinsey.com/featured-insights/sustainable-inclusive-growth/charts/is-nearshoring-in-fashion,191
4712,The trillion-dollar convergence: Capturing the next wave of growth in alternative investments,Not specified,"August 1, 2014",https://www.mckinsey.com/industries/financial-services/our-insights/the-trillion-dollar-convergence,685
4713,Fulfilling the promise of advanced analytics in oncology,"Taulant Bacaj , Cynthia Cozzetto , Olivier Leclerc , Lydia The","April 23, 2021",https://www.mckinsey.com/industries/life-sciences/our-insights/fulfilling-the-promise-of-advanced-analytics-in-oncology,685
4714,"“[An] important part of a successful digital transformation is how you define what 'good’ really looks like here. Because there isn’t a point in time when digital transformation is done. It’s much more about, 'How am I building a real muscle for the organization to continue getting better and better as I go on?”",Not specified,"May 19, 2022",https://www.mckinsey.com/featured-insights/quote-of-the-day/may-19-2022,685
4715,Sex bias: Still in business,James E Bennett,"June 1, 1976",https://www.mckinsey.com/capabilities/people-and-organizational-performance/our-insights/sex-bias-still-in-business,685
4716,"“I have never been more confident that technology will help solve the climate crisis. I have witnessed, for example, food scientists in our portfolio companies reduce the cost of growing a burger in a lab from $325,000 to $11 in less than a decade.”",Not specified,"May 18, 2022",https://www.mckinsey.com/featured-insights/quote-of-the-day/may-18-2022,685
4717,How to build a unicorn: Lessons from venture capitalists and start-ups,"Markus Bergerde Leon , Jerome Konigsfeld , Leo Leypoldt , Kai Vollhardt","October 19, 2022",https://www.mckinsey.com/capabilities/mckinsey-digital/our-insights/how-to-build-a-unicorn-lessons-from-venture-capitalists-and-start-ups,685
4718,El valor del diseño para las empresas,"Benedict Sheppard , Hugo Sarrazin , Garen Kouyoumjian , Fabricio Dore","October 25, 2018",https://www.mckinsey.com/capabilities/mckinsey-digital/our-insights/the-business-value-of-design/es-es,685
4719,El valor del diseño para las empresas,"Benedict Sheppard , Hugo Sarrazin , Garen Kouyoumjian , Fabricio Dore","October 25, 2018",https://www.mckinsey.com/capabilities/mckinsey-digital/our-insights/the-business-value-of-design/es-cl,685
4720,Three ways energy providers can boost resilience and digital CX,"Bobby Dean , Oliver Ehrlich , Hongqiao Lu , Scott Perl","April 6, 2023",https://www.mckinsey.com/capabilities/growth-marketing-and-sales/our-insights/three-ways-energy-providers-can-boost-resilience-and-digital-cx,386
4721,ESG momentum: Seven reported traits that set organizations apart,"Bengi Korkmaz , Robin Nuttall , Lucy Perez , Jeremie Sneessens","May 26, 2023",https://www.mckinsey.com/capabilities/strategy-and-corporate-finance/our-insights/esg-momentum-seven-reported-traits-that-set-organizations-apart,386
4722,How to bring the best of the bank to corporates: Ideas for coverage models,"Lukas Gaertner , Leonid Kirakosyan , Enrico Muti , Adam Thelwall","July 28, 2023",https://www.mckinsey.com/industries/financial-services/our-insights/how-to-bring-the-best-of-the-bank-to-corporates-ideas-for-coverage-models,386
4723,A fresh approach to logistics forecasting in 2021,"Tom Bartman , Kevin Dolan , Rohit Panikkar , Mark Williams","December 3, 2020",https://www.mckinsey.com/industries/logistics/our-insights/a-fresh-approach-to-logistics-forecasting-in-2021,386
4724,Implications of coronavirus for North American life and annuities writers,"Ramnath Balasubramanian , Alex DAmico , Jonathan Godsall","April 21, 2020",https://www.mckinsey.com/industries/financial-services/our-insights/implications-of-coronavirus-for-north-american-life-and-annuities-writers,386
4725,North American mobility retail balances old and new for future success,"Hal Adams , Joy Anena , Arjun Chopra , Luciano DiFiori , Valentina Ibarra , Varun Mathur , Fay Shong","September 8, 2023",https://www.mckinsey.com/industries/oil-and-gas/our-insights/north-american-mobility-retail-balances-old-and-new-for-future-success,386
4726,Leading with purpose: An interview with Everest’s Juan C. Andrade,Kia Javanmardian,"January 4, 2023",https://www.mckinsey.com/industries/financial-services/our-insights/insurance/leading-with-purpose-an-interview-with-everests-juan-c-andrade,386
4727,A new approach to Accelerated Performance Transformation,"Vineet Gupta , Siddarth Madhav , Nick Santhanam , Paolo Tosato","October 22, 2019",https://www.mckinsey.com/industries/industrials-and-electronics/our-insights/a-new-approach-to-accelerated-performance-transformation,782
4728,"“No matter how cool your idea is or how compelling your strategy is, unless you address this human element, unless you address some of these psychological barriers and forces, your innovation efforts will be stifled.”",Not specified,"December 15, 2021",https://www.mckinsey.com/featured-insights/quote-of-the-day/december-15-2021,782
4729,Omnichannel: The path to value,"Holly Briedis , Brian Gregg , Kevin Heidenreich , Wei Wei Liu","April 30, 2021",https://www.mckinsey.com/capabilities/growth-marketing-and-sales/our-insights/the-survival-guide-to-omnichannel-and-the-path-to-value,782
4730,The route to no-touch planning: Taking the human error out of supply chain planning,"Ignacio Felix , Christoph Kuntze , Ildefonso Silva , Eduardo Benoliel","August 20, 2018",https://www.mckinsey.com/capabilities/operations/our-insights/the-route-to-no-touch-planning,782
4731,The office of the future: A whole new (floor) plan,"Bryan Hancock , Phil Kirschner , Bill Schaninger","July 27, 2022",https://www.mckinsey.com/capabilities/people-and-organizational-performance/our-insights/the-office-of-the-future-a-whole-new-floor-plan,782
4732,Succeeding in the AI supply-chain revolution,Not specified,"April 30, 2021",https://www.mckinsey.com/industries/metals-and-mining/our-insights/succeeding-in-the-ai-supply-chain-revolution,285
4733,“The best CEOs have teams close to but separate from them who navigate the crisis. The CEOs do daily check-ins and make the important decisions but don’t become consumed by the details.”,Not specified,"December 15, 2023",https://www.mckinsey.com/featured-insights/quote-of-the-day/december-15-2023,285
4734,Divesting with agility,"Obi Ezekoye , Anthony Luu","November 11, 2020",https://www.mckinsey.com/capabilities/strategy-and-corporate-finance/our-insights/divesting-with-agility,285
4735,Making government for the people,Not specified,"June 7, 2016",https://www.mckinsey.com/industries/public-sector/our-insights/making-government-for-the-people,285
4736,The path to true transformation,Not specified,"October 28, 2020",https://www.mckinsey.com/capabilities/transformation/our-insights/the-path-to-true-transformation,285
4737,Seize the decade: Maximizing value through preconstruction excellence,"Matthieu Dussud , Steffen Fuchs , Piotr Pikul , Christoph Schmitz , Oliver Kernick","September 19, 2023",https://www.mckinsey.com/capabilities/operations/our-insights/seize-the-decade-maximizing-value-through-pre-construction-excellence,285
4738,Don’t miss these five interviews with industry leaders,Not specified,"October 13, 2024",https://www.mckinsey.com/featured-insights/themes/dont-miss-these-five-interviews-with-industry-leaders,88
4739,Navigating through change: An interview with NXP Semiconductors’ Kurt Sievers,Not specified,"February 5, 2021",https://www.mckinsey.com/industries/semiconductors/our-insights/navigating-through-change-an-interview-with-nxp-semiconductors-kurt-sievers,88
4740,Ready for takeoff: The airline retailing opportunity,"Matteo Pacca , Nina Lind , Sebastian Gimenez , Vik Krishnan","October 1, 2024",https://www.mckinsey.com/industries/travel/our-insights/ready-for-takeoff-the-airline-retailing-opportunity,88
4741,Women Matter: Ten years of insights on gender diversity,"Georges Desvaux , Sandrine Devillard , Alix de Zelicourt , Cecile Kossoff , Eric Labaye , Sandra SancierSultan","October 4, 2017",https://www.mckinsey.com/featured-insights/gender-equality/women-matter-ten-years-of-insights-on-gender-diversity,883
4742,Customer loyalty: The new generation,Not specified,"August 14, 2020",https://www.mckinsey.com/capabilities/growth-marketing-and-sales/our-insights/customer-loyalty-the-new-generation,883
4743,In full swing: North America’s crude prices and changing takeaway capacity,"Emily Billing , Tim Fitzgibbon","July 1, 2018",https://www.mckinsey.com/industries/oil-and-gas/our-insights/in-full-swing-north-americas-crude-prices-and-changing-takeaway-capacity,883
